LotArea,OverallQual,OverallCond,GrLivArea,FullBath,BedroomAbvGr,GarageCars,SaleCondition,SalePrice
11218,6,5,1845,2,3,2,Normal,189000
12134,8,7,1752,2,4,2,Normal,164000
9340,4,6,672,1,2,1,Normal,113000
10246,4,9,960,0,0,1,Normal,145000
10205,5,5,999,1,3,1,Normal,134500
7094,5,5,894,1,3,1,Normal,125000
8930,6,5,1902,2,4,2,Normal,112000
8640,8,5,1314,2,3,2,Partial,229456
6240,4,5,912,1,2,0,Normal,80500
1680,6,5,1218,1,3,0,Abnorml,91500
7800,5,5,912,1,2,1,Abnorml,115000
8250,5,5,1211,1,3,1,Normal,134000
10496,6,6,1846,2,3,1,Normal,143000
10680,5,3,2136,2,4,2,Normal,137900
15384,7,5,1490,2,3,2,Normal,184000
10482,6,8,1138,1,3,1,Normal,145000
14598,6,5,1933,2,4,3,Normal,214000
8872,5,8,912,1,2,2,Normal,147000
8769,9,5,1702,1,1,3,Partial,367294
7910,5,5,1507,2,4,1,Normal,127000
18890,5,5,2620,2,4,2,Normal,190000
7728,5,6,1190,1,3,2,Normal,132500
9842,4,5,1224,2,2,2,Normal,101800
12160,5,5,1188,1,3,2,Abnorml,142000
8525,5,6,1964,1,4,0,Abnorml,130000
13132,5,5,1784,1,4,1,Normal,138887
2628,7,5,1626,2,2,2,Normal,175500
12393,7,5,1948,2,4,2,Normal,195000
13072,6,5,1141,1,3,2,Abnorml,142500
9037,8,5,1484,2,2,2,Normal,265900
8158,7,5,1768,2,3,2,Normal,224900
9849,7,6,1689,2,3,3,Partial,248328
10625,7,6,1173,2,3,2,Family,170000
13891,10,5,2076,2,2,3,Partial,465000
11435,8,7,1517,1,3,2,Normal,230000
12090,6,7,1868,3,3,2,Abnorml,178000
8125,7,5,1553,2,3,2,Partial,186500
12328,6,5,1034,1,3,3,Normal,169900
9600,6,5,2058,1,3,2,Normal,129500
7200,5,7,988,1,3,1,Normal,119000
11160,7,5,2110,2,3,2,Normal,244000
3136,7,5,1405,2,2,2,Normal,171750
9858,5,6,874,1,3,1,Normal,130000
17542,7,7,2167,2,3,2,Normal,294000
6931,7,5,1656,2,3,2,Normal,165400
6240,6,6,1367,1,3,1,Normal,127500
14303,8,5,1987,2,2,2,Normal,301500
4060,5,8,864,1,2,0,Normal,99900
9587,7,5,1166,2,2,2,Normal,190000
9750,6,8,1054,1,3,2,Normal,151000
24682,6,5,1675,2,3,2,Normal,181000
9600,5,6,1050,1,2,1,Normal,128900
11250,4,5,1788,1,5,1,Normal,161500
13515,6,6,1824,1,3,2,Normal,180500
4060,6,5,1337,2,2,2,Abnorml,181000
3735,7,5,1452,2,3,2,Normal,183900
10120,7,4,1889,1,4,1,Normal,122000
13214,9,5,2018,2,3,3,Normal,378500
14100,8,9,3447,3,4,3,Normal,381000
11344,5,5,1524,1,3,1,Normal,144000
23595,7,6,1524,0,0,2,Normal,260000
9156,6,7,1489,2,3,2,Normal,185750
13526,5,6,935,1,3,1,Normal,137000
11512,6,7,1357,1,2,1,Normal,177000
5362,5,6,1250,2,3,2,Normal,139000
11345,5,5,1920,2,4,2,Normal,137000
12936,6,6,1395,1,3,2,Normal,162000
17871,6,5,1724,1,3,2,Normal,197900
9473,8,5,2031,2,3,2,Normal,237000
7500,4,4,1128,1,2,2,Abnorml,68400
9808,7,5,1573,2,3,2,Normal,227000
8049,7,5,1339,2,2,2,Normal,180000
8800,5,7,1040,2,3,2,Normal,150500
9400,6,5,1824,2,4,0,Normal,139000
9638,6,7,2447,2,4,1,Normal,169000
6000,6,6,1412,1,4,1,Normal,132500
9790,6,5,1328,1,3,2,Normal,143000
36500,5,5,1582,2,4,2,Normal,190000
5664,8,5,1659,2,2,2,Normal,278000
11065,8,5,1970,2,3,3,Partial,281000
14112,5,7,1152,1,3,2,Normal,180500
1680,5,7,1302,2,3,1,Normal,119500
6600,5,4,2372,2,4,1,Normal,107500
10140,7,5,1664,2,4,2,Normal,162900
8172,5,7,864,1,2,2,Normal,115000
8400,5,5,1052,1,3,1,Normal,138500
8700,5,6,1128,2,3,2,Normal,155000
3675,6,5,1072,2,2,2,Partial,140000
63887,10,5,5642,2,3,2,Partial,160000
7500,5,7,1246,1,3,1,Normal,154000
10762,7,5,1983,2,3,2,Normal,225000
7500,6,7,1494,1,3,1,Normal,177500
10120,8,5,2526,2,4,3,Normal,290000
8688,7,5,1616,2,3,3,Normal,232000
3363,7,5,1708,2,3,2,Normal,130000
13173,9,5,1652,2,2,2,Normal,325000
6955,7,5,1368,2,2,2,Partial,202500
8072,5,5,990,1,3,2,Normal,138000
12000,5,7,1122,1,2,2,Normal,147000
7153,6,5,1294,2,3,2,Normal,179200
17500,7,8,1902,2,3,2,Normal,335000
8814,7,5,1274,2,3,2,Partial,203000
9572,8,5,2810,2,4,2,Normal,302000
14774,9,5,2599,2,4,3,Normal,333168
8190,4,6,948,1,3,1,Normal,119000
11075,6,5,2112,2,4,2,Normal,206900
10226,8,5,1630,2,3,3,Normal,295493
4230,7,5,1352,2,2,2,Partial,208900
14781,8,5,1787,2,3,3,Normal,275000
10215,4,5,948,1,3,1,Normal,111000
8400,6,3,1478,1,3,2,Normal,156500
6627,3,6,720,1,2,1,Normal,72500
10186,7,5,1923,2,3,2,Normal,190000
5330,4,7,708,1,2,0,Normal,82500
9986,8,5,1795,2,2,3,Partial,147000
3636,4,4,796,1,2,0,Normal,55000
4270,3,6,774,1,3,0,Normal,79000
6600,5,9,816,1,3,1,Normal,130500
10440,6,7,2792,2,5,2,Normal,256000
9084,7,5,1632,2,3,2,Normal,176500
10000,8,5,1588,2,3,3,Normal,227000
10780,5,5,954,1,3,2,Normal,132500
8877,4,6,816,1,2,1,Normal,100000
7200,5,6,1360,1,2,1,Normal,125500
2368,5,6,1365,1,3,2,Normal,125000
9650,6,5,1334,2,2,2,Normal,167900
9246,5,5,1656,2,4,2,Normal,135000
4118,4,4,693,1,2,0,Normal,52500
13450,7,5,1861,2,3,2,Normal,200000
9560,5,7,864,1,3,1,Normal,128500
8294,4,5,872,1,3,4,Normal,123000
13695,6,5,1114,1,3,2,Normal,155000
9375,8,5,2169,2,3,2,Normal,228500
7558,6,6,1913,1,3,2,Normal,177000
11103,7,5,1456,2,3,2,Partial,155835
6000,4,4,960,1,2,1,Normal,108500
20781,7,7,2156,2,3,2,Normal,262500
15306,8,5,1776,2,3,3,Partial,283463
16196,7,5,1494,2,3,2,Normal,215000
5250,8,5,2358,2,4,0,Normal,122000
11643,5,5,2634,2,6,4,Normal,200000
9247,6,6,1716,1,4,2,Normal,171000
6000,6,9,1176,1,2,2,Normal,134900
14720,8,5,3238,2,4,3,Normal,410000
10316,7,5,1865,2,3,3,Normal,235000
10192,7,6,1920,3,4,2,Normal,170000
9477,5,5,892,1,3,1,Normal,110000
12537,5,6,1078,1,3,2,Normal,149900
2117,6,5,1573,2,3,2,Normal,177500
16737,9,5,1980,2,3,3,Normal,315000
9842,5,6,2601,3,4,2,Normal,189000
16158,7,5,1530,2,3,2,Normal,260000
12513,4,4,1738,2,4,1,Normal,104900
8499,6,5,1412,2,3,2,Partial,156932
3180,7,5,1200,2,2,2,Abnorml,144152
7500,7,5,1674,2,3,2,Normal,216000
9179,7,5,1790,2,3,2,Abnorml,193000
2665,5,6,1475,2,4,1,Normal,127000
4435,6,5,848,1,1,2,Normal,144000
10635,8,5,1668,2,3,2,Normal,232000
5400,4,6,1374,1,2,1,Normal,105000
9600,6,6,1661,1,3,1,Normal,165500
9750,7,6,2097,2,3,2,Normal,274300
11400,10,5,2633,2,2,3,Normal,466500
10625,7,5,1958,2,3,3,Normal,250000
10991,8,5,1571,2,3,3,Partial,239000
6292,6,5,790,1,2,1,Normal,91000
10998,5,5,1604,2,3,2,Normal,117000
1953,6,5,987,1,2,1,Normal,83000
9735,5,5,1394,2,3,2,Normal,167500
8212,3,3,864,1,2,1,Normal,58500
12925,6,7,2117,2,4,2,Normal,237500
7200,7,7,1762,1,4,2,Normal,157000
25339,5,7,1416,2,3,2,Normal,112000
9060,6,5,1258,1,2,1,Normal,105000
5436,4,8,1154,1,3,1,Normal,125500
16692,7,5,2784,3,5,2,Normal,250000
8520,6,7,2526,2,5,1,Family,136000
14892,9,5,1746,2,3,3,Normal,377500
6000,6,6,1218,1,3,2,Normal,131000
9100,7,5,1525,2,3,2,Normal,235000
8944,5,5,1584,2,4,3,Normal,124000
7838,5,5,900,1,3,1,Normal,123000
10800,6,7,1912,2,3,2,Normal,163000
4045,7,5,1500,2,2,3,Partial,246578
12665,8,5,2482,2,4,3,Normal,281213
57200,5,5,1687,1,3,2,Normal,160000
6120,5,8,1513,1,4,1,Normal,137500
7200,5,4,1904,1,3,1,Normal,138000
6171,6,6,1608,2,3,1,Normal,137450
6000,6,7,1158,1,3,1,Normal,120000
7415,6,5,1593,2,3,2,Normal,193000
6762,7,5,1294,2,2,2,Partial,193879
15256,8,5,1464,2,3,3,Normal,282922
10410,3,4,1214,1,3,3,Family,105000
3842,8,5,1646,2,2,2,Normal,275000
8445,5,7,768,1,2,2,Normal,133000
8780,5,5,833,1,3,0,Normal,112000
7740,4,7,1363,1,3,2,Normal,125500
20544,7,6,2093,2,3,2,Normal,215000
12420,7,5,1840,2,3,2,Normal,230000
9600,6,8,1668,1,3,1,Normal,140000
7200,4,5,1040,2,2,2,Normal,90000
10994,8,5,1844,2,2,2,Abnorml,257000
13053,6,7,1848,1,4,2,Normal,207000
3635,7,5,1569,2,1,3,Normal,175900
11340,4,6,2290,2,4,2,Normal,122500
16545,8,5,2450,2,3,3,Normal,340000
9204,5,5,1144,1,3,1,Normal,124000
16381,6,5,1844,2,3,2,Normal,223000
11700,6,6,1416,2,3,2,Normal,179900
4043,6,5,1069,2,2,2,Normal,127500
4435,6,5,848,1,1,2,Normal,136500
19690,6,7,2201,2,4,2,Alloca,274970
9503,5,5,1344,1,2,1,Normal,144000
10721,6,6,1252,1,3,2,Normal,142000
10944,7,5,2127,2,3,2,Normal,271000
10930,5,6,1558,1,3,1,Normal,140000
7200,5,7,804,1,2,1,Abnorml,119000
12546,6,7,1440,2,3,2,Normal,182900
21930,5,5,1838,2,4,2,Normal,192140
4928,6,6,958,2,2,2,Normal,143750
10800,4,6,968,2,4,1,Normal,64500
10261,6,5,1792,2,3,2,Normal,186500
17400,5,5,1126,2,3,2,Normal,160000
8400,6,9,1537,1,3,2,Abnorml,174000
9000,4,6,864,1,3,2,Normal,120500
12444,8,5,1932,2,2,3,Partial,394617
7407,6,7,1236,1,2,2,Normal,149700
11584,7,6,1725,2,3,2,Normal,197000
11526,6,7,2555,2,3,2,Normal,191000
4426,6,5,848,1,1,2,Normal,149300
11003,10,5,2007,2,3,3,Normal,310000
8854,6,6,952,1,2,1,Normal,121000
8500,7,5,1422,2,3,2,Normal,179600
8400,6,5,913,1,3,1,Normal,129000
26142,5,7,1188,1,3,1,Normal,157900
10000,8,5,2090,2,3,2,Normal,240000
11767,4,7,1346,1,2,1,Normal,112000
1533,5,7,630,1,1,0,Abnorml,92000
9000,5,5,1792,2,4,0,Normal,136000
9262,8,5,1578,2,3,3,Partial,287090
3675,5,5,1072,1,2,2,Normal,145000
17217,5,5,1140,1,3,0,Abnorml,84500
7500,7,5,1221,2,2,2,Normal,185000
7917,6,5,1647,2,3,2,Normal,175000
13175,6,6,2073,2,3,2,Normal,210000
9042,7,9,2340,2,4,1,Normal,266500
9717,5,6,1078,1,2,1,Normal,142125
9937,5,6,1256,1,3,1,Normal,147500
