Age,Overall,Wage,Agility,Stamina,Penalties
26,67,€5K,62,60,71
21,67,€2K,82,74,55
33,67,€3K,74,69,64
24,67,€3K,37,24,24
25,67,€3K,72,76,42
23,67,€1K,78,78,47
26,67,€12K,50,75,63
33,67,€5K,64,65,59
21,67,€3K,70,72,36
21,67,€1K,75,74,60
34,67,€2K,32,60,64
23,67,€2K,65,70,46
28,67,€3K,72,75,63
27,67,€3K,72,79,52
25,67,€1K,83,65,40
24,67,€5K,54,63,19
25,67,€5K,78,90,35
18,67,€15K,77,62,41
28,67,€4K,70,70,50
26,67,€4K,58,72,65
23,67,€20K,55,66,36
23,67,€4K,58,36,52
23,67,€2K,67,74,49
25,67,€8K,77,78,42
31,67,€2K,56,60,48
26,67,€2K,56,48,49
17,67,€15K,83,57,66
26,67,€9K,53,54,44
28,67,€3K,77,62,57
25,67,€2K,30,45,23
25,67,€2K,64,74,35
21,67,€5K,62,77,50
24,67,€5K,58,66,67
23,67,€1K,62,66,56
23,67,€1K,68,80,39
19,67,€8K,90,66,56
30,67,€16K,66,64,62
31,67,€3K,74,66,14
27,67,€2K,81,70,56
28,67,€7K,78,75,58
25,67,€12K,72,77,70
25,67,€2K,64,65,68
21,67,€4K,69,65,56
27,67,€6K,74,72,57
28,67,€3K,71,87,52
24,67,€2K,83,77,62
25,67,€6K,65,65,64
27,67,€3K,68,73,69
28,67,€3K,64,66,71
26,67,€2K,64,80,75
24,67,€3K,85,74,66
31,67,€3K,73,75,39
24,67,€2K,82,73,50
29,67,€5K,40,69,31
20,67,€7K,66,53,62
31,67,€3K,72,59,55
21,67,€9K,66,61,50
24,67,€3K,71,69,48
31,67,€3K,87,60,70
26,67,€4K,60,84,49
37,67,€2K,45,52,48
24,67,€8K,76,73,50
22,67,€3K,71,68,49
21,67,€2K,79,62,62
22,67,€3K,77,64,51
25,67,€3K,80,71,61
26,67,€2K,55,76,46
26,67,€7K,63,61,28
30,67,€4K,74,90,70
27,67,€2K,70,75,48
26,67,€3K,74,81,45
29,67,€6K,62,65,40
31,67,€6K,72,81,48
25,67,€2K,72,78,48
21,67,€6K,66,57,46
20,67,€3K,85,66,65
25,67,€2K,59,70,64
30,67,€3K,65,83,45
29,67,€2K,72,90,70
27,67,€4K,47,34,23
23,67,€1K,48,33,12
25,67,€2K,87,70,42
23,67,€3K,75,80,44
30,67,€9K,68,78,72
28,67,€3K,71,91,28
32,67,€6K,63,65,55
27,67,€1K,65,80,59
22,67,€29K,69,62,73
27,67,€5K,69,47,61
32,67,€3K,76,69,56
33,67,€3K,72,73,75
29,67,€2K,65,71,33
20,67,€8K,73,68,47
25,67,€2K,78,81,64
21,67,€5K,82,70,43
21,67,€4K,71,73,53
23,67,€4K,87,70,60
30,67,€1K,77,91,54
22,67,€3K,65,72,71
29,67,€2K,63,74,49
21,67,€14K,68,63,49
29,67,€3K,68,75,51
26,67,€2K,62,62,55
30,67,€11K,68,56,70
24,67,€2K,35,24,23
24,67,€6K,67,75,59
21,67,€3K,65,70,56
20,67,€6K,66,88,36
30,67,€ 0,71,91,44
29,67,€3K,70,71,57
24,67,€3K,59,79,56
27,67,€4K,79,62,52
26,67,€10K,74,72,63
21,67,€14K,51,60,72
18,67,€9K,68,66,52
21,67,€6K,62,61,45
36,67,€2K,76,69,56
29,67,€2K,35,21,17
23,67,€2K,76,70,56
19,67,€14K,56,74,42
20,67,€6K,61,69,31
30,67,€3K,53,53,35
24,67,€3K,58,72,40
20,67,€6K,47,57,40
18,67,€21K,67,68,64
29,67,€2K,34,40,25
24,67,€6K,70,74,60
23,67,€2K,88,72,56
29,67,€5K,66,64,72
24,67,€3K,74,90,35
19,67,€3K,76,59,42
26,67,€ 0,65,69,20
28,67,€3K,71,78,80
22,67,€3K,68,74,55
22,67,€7K,80,62,61
22,67,€3K,43,39,27
25,67,€3K,79,70,52
29,67,€4K,76,71,31
24,67,€3K,70,61,68
20,67,€1K,70,68,51
21,67,€1K,61,65,71
28,67,€3K,71,58,59
22,67,€8K,77,72,56
22,67,€3K,75,74,47
24,67,€7K,65,72,59
20,67,€7K,75,65,59
25,67,€4K,79,84,45
21,67,€3K,68,74,35
27,67,€3K,64,59,65
33,67,€3K,62,67,67
27,67,€1K,61,62,48
24,67,€1K,50,71,35
29,67,€16K,74,54,58
29,67,€8K,58,40,20
24,67,€3K,48,66,42
25,67,€2K,66,71,36
30,67,€2K,90,71,63
30,67,€8K,70,76,62
25,67,€4K,72,66,43
32,67,€4K,40,33,72
33,67,€3K,49,74,33
20,67,€2K,77,55,54
25,67,€5K,41,28,33
19,67,€2K,67,76,52
31,67,€6K,78,52,43
24,67,€1K,76,89,39
31,67,€2K,70,68,72
21,67,€5K,78,79,40
23,67,€1K,47,58,40
22,67,€6K,94,66,59
29,67,€3K,74,76,39
22,67,€2K,50,72,32
22,67,€6K,62,68,42
28,67,€3K,77,69,57
29,67,€4K,75,87,42
29,67,€5K,77,70,67
28,67,€4K,75,76,83
26,67,€2K,56,84,61
28,67,€10K,63,68,44
20,67,€7K,75,54,65
34,67,€2K,69,76,67
24,67,€6K,80,85,67
26,67,€4K,62,67,46
23,67,€1K,81,73,48
21,67,€18K,74,59,55
34,67,€6K,71,75,55
27,67,€5K,68,83,45
36,67,€1K,55,69,47
23,67,€2K,32,40,29
21,67,€1K,29,27,14
29,67,€5K,70,73,75
27,67,€4K,64,73,69
26,67,€2K,83,87,46
25,67,€2K,37,34,37
30,67,€6K,53,54,72
25,67,€10K,65,71,62
27,67,€3K,66,52,67
27,67,€3K,67,69,35
29,67,€2K,73,80,52
22,67,€4K,82,64,57
22,67,€3K,75,93,45
25,67,€1K,81,65,56
30,67,€3K,74,74,52
31,67,€5K,77,72,51
23,67,€2K,75,40,51
22,67,€15K,65,72,45
27,67,€11K,36,29,24
26,67,€6K,73,66,56
26,67,€3K,80,60,58
24,67,€4K,77,73,46
21,67,€4K,80,56,62
29,67,€3K,59,73,49
30,67,€2K,73,82,50
27,67,€5K,83,58,54
20,67,€2K,75,65,57
20,67,€5K,70,71,49
25,67,€4K,76,70,63
23,67,€4K,73,74,48
31,67,€2K,38,69,36
22,67,€4K,81,57,69
30,67,€4K,90,61,69
24,67,€3K,34,64,38
29,67,€3K,77,84,51
20,67,€3K,30,32,31
21,67,€6K,55,59,69
26,67,€6K,67,76,38
22,67,€2K,71,91,40
26,67,€4K,32,69,39
28,67,€2K,75,58,69
20,67,€6K,63,62,54
32,67,€2K,62,79,47
25,67,€3K,71,76,20
34,67,€6K,69,76,69
24,67,€3K,83,67,30
30,67,€4K,65,88,37
24,67,€3K,67,75,31
33,67,€3K,27,64,43
26,67,€4K,79,78,59
36,67,€2K,61,31,14
31,67,€3K,34,65,43
21,67,€1K,64,73,46
28,67,€4K,73,55,58
21,67,€5K,80,75,47
23,67,€5K,77,87,56
29,67,€5K,32,56,63
29,67,€4K,32,52,40
25,67,€3K,63,73,44
26,67,€3K,52,62,48
24,67,€2K,81,63,56
29,67,€4K,48,56,38
35,67,€1K,59,33,68
22,67,€4K,70,71,43
21,67,€24K,78,74,58
31,67,€2K,81,79,60
24,67,€2K,25,21,11
25,67,€3K,67,52,61
21,67,€9K,64,61,42
32,67,€4K,59,68,51
26,67,€4K,38,62,28
19,67,€2K,75,58,71
29,67,€3K,67,74,43
21,67,€6K,90,55,55
28,67,€6K,92,73,57
28,67,€5K,59,66,51
25,67,€1K,64,69,43
21,67,€4K,81,60,44
31,67,€8K,78,66,65
29,67,€2K,23,21,16
30,67,€3K,39,65,40
24,67,€3K,32,43,25
24,67,€8K,67,71,51
26,67,€3K,70,75,51
25,67,€4K,86,88,51
27,67,€5K,54,71,29
32,67,€1K,72,82,59
26,67,€4K,75,68,49
29,67,€ 0,59,60,66
23,67,€2K,75,80,32
30,67,€5K,71,77,65
32,67,€3K,73,76,57
25,67,€4K,82,69,58
25,67,€1K,71,80,38
24,67,€2K,75,75,53
25,67,€5K,76,69,58
26,67,€4K,56,74,35
26,67,€3K,51,67,62
23,67,€8K,90,70,45
21,67,€5K,60,66,66
30,67,€2K,63,70,59
29,67,€3K,48,63,42
29,67,€4K,73,75,46
26,67,€8K,73,79,45
30,67,€3K,50,73,38
24,67,€4K,63,58,29
24,67,€2K,63,64,56
25,67,€9K,77,54,61
27,67,€3K,89,73,67
24,67,€11K,66,76,51
22,67,€20K,72,65,44
24,67,€4K,57,81,52
24,67,€5K,51,38,25
24,67,€2K,59,85,45
29,67,€5K,71,81,71
32,67,€10K,49,20,23
30,67,€7K,67,69,63
30,67,€4K,84,51,55
32,67,€3K,58,75,52
36,67,€3K,62,69,41
25,67,€4K,71,78,51
24,67,€10K,47,40,14
33,67,€1K,62,68,40
29,67,€4K,80,74,50
26,67,€4K,88,81,68
22,67,€3K,65,69,47
26,67,€5K,68,77,55
21,67,€3K,85,64,56
28,67,€4K,68,59,41
32,67,€3K,70,89,34
23,67,€5K,58,74,70
25,67,€5K,77,65,57
22,67,€8K,71,66,48
24,67,€3K,61,64,70
30,67,€5K,67,74,32
29,67,€3K,64,59,72
25,67,€4K,68,52,75
29,67,€2K,63,58,32
26,67,€4K,78,78,56
24,67,€4K,69,50,45
26,67,€5K,88,65,67
24,67,€2K,37,66,50
22,67,€3K,71,70,47
23,67,€8K,93,65,56
24,67,€3K,80,76,60
22,67,€16K,75,64,52
25,67,€2K,66,77,50
35,67,€3K,50,60,45
22,67,€5K,64,66,42
18,67,€4K,75,60,66
29,67,€2K,69,55,60
24,67,€4K,34,60,42
20,67,€4K,66,75,47
25,67,€6K,75,69,61
35,67,€1K,77,70,66
19,67,€3K,78,68,59
23,67,€2K,73,72,32
34,67,€4K,29,69,35
28,67,€3K,64,66,64
29,67,€5K,46,47,38
33,67,€15K,34,60,53
19,67,€2K,91,46,54
23,67,€5K,76,55,52
31,67,€3K,61,79,57
28,67,€4K,85,80,65
32,67,€3K,67,76,32
21,67,€5K,54,67,41
25,67,€2K,33,28,15
29,67,€1K,68,80,56
31,67,€5K,36,40,24
28,67,€2K,68,63,62
22,67,€2K,48,64,61
29,67,€2K,33,51,76
24,67,€13K,57,58,31
27,67,€8K,81,73,38
20,67,€6K,74,69,64
31,67,€2K,69,87,35
21,67,€2K,71,57,67
25,67,€2K,80,70,55
35,67,€2K,63,67,37
21,67,€4K,82,65,45
22,67,€13K,77,51,59
33,67,€3K,60,56,61
24,67,€2K,89,68,60
30,67,€4K,54,60,70
22,67,€16K,55,60,40
22,67,€1K,83,82,37
31,67,€1K,60,66,69
34,67,€3K,68,82,49
22,67,€3K,48,75,33
25,67,€5K,74,78,56
30,67,€4K,72,74,63
20,67,€4K,69,59,62
22,67,€3K,66,89,50
34,67,€2K,59,65,51
29,67,€9K,69,77,36
28,67,€2K,69,81,51
27,67,€2K,54,78,42
29,67,€4K,77,81,53
28,67,€4K,72,68,61
25,67,€3K,77,55,65
31,67,€ 0,67,72,53
23,67,€2K,83,72,61
31,67,€2K,74,90,56
23,67,€3K,72,69,60
27,67,€3K,82,69,67
26,67,€5K,65,76,45
26,67,€2K,76,59,59
21,67,€3K,70,68,65
24,67,€3K,58,65,66
25,67,€3K,79,75,47
26,67,€2K,36,31,17
28,67,€3K,83,75,71
25,67,€8K,62,64,64
23,67,€4K,65,71,36
20,67,€7K,66,62,62
33,67,€6K,77,71,48
24,67,€15K,72,72,40
25,67,€8K,55,70,30
23,67,€1K,64,78,36
22,67,€3K,69,76,47
26,67,€7K,64,62,64
21,67,€2K,23,25,14
30,67,€3K,69,70,59
24,67,€2K,64,62,68
26,67,€11K,58,70,35
21,67,€2K,74,71,39
21,67,€3K,69,72,59
22,67,€5K,73,65,49
26,67,€5K,75,68,48
24,67,€6K,43,31,22
24,67,€7K,62,70,45
23,67,€3K,46,58,48
29,67,€3K,61,77,65
25,67,€3K,72,82,30
24,67,€5K,81,64,53
25,67,€3K,77,64,51
26,67,€ 0,62,79,46
30,67,€1K,64,75,37
18,67,€1K,66,32,37
26,67,€6K,73,81,54
23,67,€2K,80,57,61
27,67,€4K,53,74,43
23,67,€3K,85,90,40
32,67,€1K,59,71,50
22,67,€6K,67,68,39
20,67,€3K,86,49,63
29,67,€13K,90,61,68
24,67,€13K,62,74,61
24,67,€1K,56,72,48
25,67,€3K,73,78,47
31,67,€6K,66,80,46
33,67,€ 0,72,68,73
22,67,€3K,71,53,65
32,67,€9K,64,80,58
22,67,€3K,73,75,66
21,67,€6K,62,63,40
31,67,€1K,55,72,48
25,67,€8K,61,62,46
19,67,€1K,76,54,57
22,67,€2K,39,62,38
25,67,€4K,76,83,54
22,67,€4K,68,72,25
26,67,€3K,53,46,38
27,67,€5K,77,80,47
27,67,€2K,58,78,49
24,67,€2K,62,77,34
28,67,€5K,59,72,65
24,67,€7K,88,48,48
22,67,€1K,64,69,56
23,67,€3K,78,65,55
19,67,€5K,67,67,41
21,67,€3K,75,55,57
29,67,€5K,39,65,31
25,67,€3K,59,80,50
32,67,€1K,86,55,63
28,67,€3K,74,82,51
25,67,€3K,73,83,53
26,67,€4K,86,68,56
27,67,€3K,83,64,71
32,67,€2K,56,73,60
31,67,€10K,69,76,57
36,67,€2K,73,61,68
31,67,€3K,63,62,66
26,67,€5K,63,79,39
32,67,€8K,61,26,17
23,67,€1K,77,83,39
30,67,€9K,80,89,63
23,67,€2K,65,82,54
28,67,€4K,55,61,42
28,67,€2K,61,84,35
28,67,€4K,58,81,58
28,67,€2K,44,40,20
26,67,€4K,61,77,19
31,67,€4K,64,55,54
24,67,€2K,84,68,60
28,67,€5K,63,80,42
29,67,€2K,48,63,28
20,67,€8K,59,75,54
31,67,€2K,28,44,18
31,67,€5K,73,70,51
24,67,€5K,74,80,58
25,67,€2K,44,68,37
37,67,€3K,68,67,61
31,67,€4K,77,75,51
29,67,€2K,71,71,58
31,67,€2K,41,68,38
25,67,€10K,69,75,52
37,67,€1K,50,24,22
28,67,€3K,44,70,43
23,67,€4K,81,59,62
23,67,€1K,76,64,45
35,67,€1K,46,57,38
31,67,€9K,74,75,55
29,67,€4K,73,81,55
27,67,€3K,79,91,56
23,67,€2K,34,30,23
28,67,€5K,73,71,41
24,67,€2K,59,66,46
33,67,€7K,62,38,20
26,67,€4K,75,82,59
28,67,€1K,86,62,57
25,67,€3K,50,90,39
21,67,€6K,74,60,68
23,67,€4K,74,79,67
29,67,€3K,62,70,58
26,67,€15K,75,86,63
22,67,€2K,61,75,47
26,67,€5K,55,68,58
31,67,€3K,46,32,15
22,67,€2K,71,77,65
19,67,€15K,86,68,60
25,67,€2K,71,67,59
36,67,€2K,65,62,53
28,67,€4K,75,73,54
24,67,€4K,76,78,68
26,67,€1K,64,91,33
28,67,€8K,87,85,53
23,67,€1K,73,59,55
24,67,€2K,53,70,34
20,67,€9K,91,66,43
19,67,€10K,64,56,48
32,67,€8K,55,79,58
32,67,€5K,56,65,57
34,67,€3K,49,34,58
25,67,€2K,61,70,61
22,67,€5K,68,66,41
18,67,€10K,70,63,46
28,67,€4K,75,61,57
21,67,€1K,81,89,50
25,67,€3K,43,58,35
28,67,€2K,72,82,40
19,67,€1K,41,66,49
23,67,€3K,88,76,48
26,67,€5K,75,72,49
28,67,€5K,73,63,73
33,67,€16K,56,34,32
26,67,€5K,49,76,35
25,67,€2K,35,50,44
32,67,€3K,67,34,66
22,67,€5K,69,63,65
32,67,€10K,72,47,59
24,67,€2K,29,71,34
22,67,€7K,88,72,58
29,67,€7K,58,75,54
28,67,€1K,52,32,13
27,67,€2K,69,71,46
24,67,€3K,67,80,52
26,67,€3K,64,69,40
24,67,€2K,78,77,48
21,67,€4K,77,63,59
35,67,€2K,62,69,64
20,67,€3K,75,63,59
32,67,€3K,34,57,49
21,67,€3K,69,72,49
21,67,€5K,79,69,40
36,67,€1K,19,34,46
31,67,€4K,72,82,41
19,67,€3K,77,68,55
21,67,€24K,41,68,38
28,67,€4K,71,72,56
29,67,€3K,77,63,60
23,67,€3K,62,74,63
24,67,€3K,70,80,37
23,67,€3K,61,76,67
25,67,€3K,74,72,63
30,67,€2K,81,82,41
26,67,€4K,54,69,32
36,67,€4K,67,38,70
32,67,€3K,69,82,42
22,67,€2K,35,23,27
27,67,€5K,70,70,27
19,67,€3K,69,77,36
35,67,€1K,73,48,42
24,67,€9K,64,68,59
27,67,€2K,39,41,21
22,67,€4K,67,53,48
32,67,€5K,70,70,59
34,67,€3K,78,72,67
25,67,€7K,68,68,57
23,67,€5K,84,83,54
22,67,€4K,61,58,51
21,67,€2K,74,66,52
24,67,€3K,54,84,47
34,67,€3K,63,66,32
29,67,€2K,79,83,44
22,67,€6K,64,85,52
27,67,€1K,84,59,68
36,67,€2K,66,49,49
22,67,€7K,77,53,45
23,67,€ 0,58,68,65
28,66,€3K,62,84,65
26,66,€4K,62,69,43
25,66,€1K,91,72,62
27,66,€3K,70,55,42
36,66,€2K,33,32,65
21,66,€10K,56,68,45
24,66,€12K,63,58,60
24,66,€2K,71,85,50
24,66,€2K,79,69,60
20,66,€5K,71,78,44
20,66,€4K,67,74,58
22,66,€2K,40,66,34
27,66,€4K,75,75,64
29,66,€3K,55,67,58
36,66,€3K,63,36,63
30,66,€3K,32,71,32
26,66,€2K,84,76,69
21,66,€4K,81,59,57
24,66,€3K,66,62,60
32,66,€1K,58,57,70
21,66,€1K,85,61,59
29,66,€1K,49,70,48
28,66,€2K,75,88,57
26,66,€2K,67,76,49
23,66,€2K,69,76,47
25,66,€4K,42,68,37
21,66,€1K,70,76,32
22,66,€1K,46,62,44
24,66,€3K,72,74,58
21,66,€2K,49,71,31
18,66,€1K,53,68,42
20,66,€2K,75,75,52
30,66,€4K,80,81,51
23,66,€2K,87,92,56
25,66,€3K,74,66,60
29,66,€2K,69,75,43
27,66,€1K,53,69,50
29,66,€1K,82,79,64
28,66,€2K,56,59,59
24,66,€3K,63,82,44
20,66,€5K,68,62,47
35,66,€2K,58,45,39
25,66,€1K,69,59,68
23,66,€4K,56,68,54
33,66,€2K,66,59,64
21,66,€2K,74,70,37
20,66,€4K,73,76,40
28,66,€4K,66,70,41
29,66,€1K,57,70,39
23,66,€3K,32,55,42
28,66,€2K,67,55,66
20,66,€4K,65,72,53
32,66,€3K,61,71,44
27,66,€1K,57,70,39
35,66,€2K,66,56,60
32,66,€2K,73,72,60
27,66,€2K,86,66,61
26,66,€3K,54,63,35
29,66,€5K,43,64,38
24,66,€3K,86,55,62
22,66,€2K,79,73,58
24,66,€2K,68,59,40
19,66,€2K,65,75,64
24,66,€8K,75,75,59
22,66,€3K,84,53,51
20,66,€2K,64,39,49
28,66,€2K,69,92,53
33,66,€2K,85,92,39
31,66,€5K,45,67,71
25,66,€10K,71,69,61
23,66,€5K,30,49,25
22,66,€2K,86,47,66
19,66,€3K,76,74,44
29,66,€3K,65,34,70
26,66,€4K,87,71,61
25,66,€8K,68,73,45
22,66,€5K,36,33,28
21,66,€5K,54,62,40
27,66,€3K,35,22,19
23,66,€9K,76,69,64
27,66,€2K,40,27,17
19,66,€3K,90,59,60
25,66,€1K,64,66,47
21,66,€2K,70,75,47
23,66,€2K,47,68,39
20,66,€4K,74,67,49
21,66,€5K,66,56,60
25,66,€2K,61,65,19
25,66,€1K,77,74,41
21,66,€17K,74,74,49
25,66,€9K,76,77,58
21,66,€5K,65,58,25
22,66,€3K,73,31,58
18,66,€12K,59,69,44
26,66,€2K,75,66,57
29,66,€3K,93,63,57
23,66,€7K,69,74,35
26,66,€3K,50,70,67
21,66,€1K,63,78,60
22,66,€1K,47,64,48
21,66,€2K,78,63,47
22,66,€2K,64,73,45
26,66,€3K,73,69,53
30,66,€10K,82,71,34
25,66,€2K,71,64,70
21,66,€2K,55,71,46
33,66,€2K,67,69,53
20,66,€6K,66,50,48
26,66,€5K,61,86,50
22,66,€1K,62,73,47
21,66,€2K,66,51,76
31,66,€3K,86,90,65
27,66,€1K,52,42,15
22,66,€1K,68,79,43
35,66,€3K,76,53,61
33,66,€2K,66,62,50
33,66,€2K,68,57,54
23,66,€4K,66,73,38
20,66,€2K,71,78,32
26,66,€2K,66,65,49
32,66,€1K,38,22,32
23,66,€2K,71,79,51
21,66,€3K,75,65,58
29,66,€3K,57,66,71
30,66,€3K,76,54,57
27,66,€2K,78,78,51
24,66,€1K,74,79,55
26,66,€2K,54,65,36
36,66,€2K,62,73,51
28,66,€1K,74,82,49
28,66,€2K,60,69,49
26,66,€2K,38,25,25
27,66,€2K,63,61,44
24,66,€6K,77,68,52
19,66,€2K,90,78,55
25,66,€2K,62,72,40
18,66,€2K,84,66,42
31,66,€3K,37,67,61
25,66,€3K,38,28,18
34,66,€1K,33,34,40
23,66,€1K,66,75,56
21,66,€11K,74,43,65
26,66,€3K,73,75,44
18,66,€4K,69,60,63
33,66,€3K,27,35,18
29,66,€3K,71,70,54
29,66,€2K,70,77,46
20,66,€5K,57,63,41
36,66,€4K,53,49,52
30,66,€4K,68,65,57
19,66,€4K,61,53,60
24,66,€ 0,46,34,23
20,66,€4K,75,61,45
31,66,€3K,64,65,55
26,66,€3K,93,49,51
28,66,€6K,73,90,40
25,66,€2K,53,69,19
24,66,€1K,57,59,28
30,66,€4K,24,14,26
27,66,€5K,88,75,51
23,66,€2K,60,52,64
24,66,€9K,67,58,55
30,66,€4K,70,55,56
19,66,€6K,65,65,47
21,66,€2K,58,65,31
31,66,€1K,43,70,47
27,66,€4K,45,67,39
25,66,€2K,69,77,53
23,66,€2K,64,81,48
23,66,€3K,78,61,57
20,66,€3K,83,54,50
21,66,€6K,64,45,66
25,66,€5K,75,77,56
27,66,€2K,71,58,64
24,66,€2K,74,72,53
30,66,€2K,75,80,41
24,66,€3K,76,64,62
31,66,€3K,53,31,14
20,66,€2K,67,74,61
21,66,€1K,86,73,54
24,66,€2K,76,73,62
26,66,€3K,74,66,68
23,66,€2K,82,90,51
37,66,€1K,60,30,31
25,66,€4K,58,70,36
30,66,€3K,76,69,36
28,66,€2K,71,84,57
24,66,€1K,78,76,61
31,66,€2K,68,89,46
32,66,€1K,65,37,62
22,66,€3K,69,71,57
31,66,€3K,63,62,59
28,66,€2K,75,83,68
28,66,€4K,61,80,53
23,66,€2K,46,71,36
23,66,€3K,76,33,58
25,66,€2K,82,70,35
22,66,€1K,58,69,33
32,66,€4K,69,83,71
21,66,€2K,76,69,47
30,66,€6K,52,63,65
18,66,€1K,70,72,51
17,66,€10K,76,62,54
22,66,€1K,62,78,35
32,66,€1K,41,24,22
27,66,€5K,65,64,45
26,66,€2K,78,65,59
25,66,€6K,82,62,38
26,66,€ 0,73,75,42
23,66,€2K,61,76,49
20,66,€3K,76,74,49
22,66,€3K,67,68,43
18,66,€1K,59,65,46
32,66,€3K,58,64,59
26,66,€2K,69,73,43
28,66,€7K,69,73,67
29,66,€4K,39,74,34
23,66,€15K,72,59,58
29,66,€1K,58,75,54
25,66,€2K,76,78,33
30,66,€3K,75,70,69
22,66,€3K,74,77,40
26,66,€4K,56,64,55
26,66,€3K,28,37,15
27,66,€2K,56,68,49
30,66,€4K,47,74,62
23,66,€2K,75,71,24
22,66,€3K,89,55,53
31,66,€4K,69,82,46
21,66,€1K,61,70,38
34,66,€1K,73,76,59
20,66,€19K,70,53,41
22,66,€3K,76,51,48
32,66,€1K,32,67,27
19,66,€6K,70,63,60
26,66,€ 0,65,81,44
27,66,€2K,63,67,34
35,66,€2K,63,73,63
24,66,€7K,66,76,38
20,66,€8K,76,66,43
26,66,€1K,63,68,48
25,66,€2K,76,75,44
27,66,€4K,67,76,48
26,66,€2K,81,71,63
29,66,€2K,90,73,69
21,66,€4K,90,67,53
22,66,€2K,68,61,60
23,66,€14K,78,69,55
22,66,€3K,73,77,41
22,66,€7K,45,54,38
21,66,€6K,57,61,45
27,66,€4K,77,69,56
26,66,€4K,63,92,65
29,66,€3K,57,71,62
20,66,€2K,48,28,28
22,66,€1K,68,68,50
32,66,€2K,70,74,60
23,66,€13K,71,71,59
20,66,€13K,75,75,60
30,66,€6K,56,72,68
33,66,€4K,66,63,61
23,66,€2K,71,69,33
20,66,€10K,69,66,50
29,66,€1K,68,51,59
28,66,€3K,71,82,69
23,66,€2K,68,64,54
20,66,€2K,65,74,43
26,66,€3K,82,74,37
28,66,€1K,60,57,43
21,66,€6K,66,59,48
34,66,€3K,53,33,42
24,66,€2K,48,62,34
29,66,€2K,46,71,37
22,66,€5K,72,73,59
21,66,€4K,68,45,70
31,66,€1K,62,74,37
20,66,€3K,79,67,32
24,66,€3K,58,74,50
27,66,€2K,85,75,50
21,66,€1K,83,86,37
23,66,€2K,69,72,62
20,66,€3K,77,69,44
29,66,€2K,83,77,62
24,66,€1K,70,72,40
20,66,€2K,65,84,42
20,66,€8K,42,42,12
26,66,€3K,74,66,60
31,66,€2K,67,71,58
28,66,€3K,71,65,62
30,66,€3K,71,80,48
27,66,€1K,67,74,61
27,66,€4K,70,72,38
23,66,€4K,69,74,58
32,66,€3K,71,68,44
26,66,€1K,68,74,40
24,66,€1K,72,76,37
23,66,€5K,86,68,42
20,66,€4K,34,21,12
28,66,€3K,65,77,35
25,66,€4K,33,37,25
30,66,€4K,63,69,70
22,66,€1K,60,71,45
22,66,€5K,64,75,49
25,66,€2K,77,85,54
24,66,€1K,45,75,32
22,66,€1K,46,35,29
25,66,€4K,57,70,38
21,66,€1K,62,58,46
31,66,€2K,38,76,41
28,66,€3K,61,72,59
29,66,€3K,38,76,64
24,66,€11K,63,68,64
21,66,€2K,62,54,39
23,66,€1K,71,87,50
22,66,€2K,55,69,50
29,66,€2K,67,76,64
21,66,€7K,76,66,65
22,66,€7K,66,70,35
31,66,€2K,53,66,25
25,66,€6K,78,64,60
27,66,€3K,77,59,59
22,66,€6K,35,57,30
23,66,€1K,60,67,40
22,66,€5K,45,39,23
23,66,€2K,62,80,48
29,66,€10K,70,80,44
27,66,€10K,70,75,59
32,66,€3K,37,50,13
38,66,€1K,32,32,12
21,66,€3K,59,69,54
22,66,€5K,35,39,23
25,66,€4K,69,72,51
19,66,€2K,63,64,53
25,66,€1K,75,65,40
18,66,€1K,58,65,37
32,66,€1K,71,69,64
33,66,€2K,63,34,56
24,66,€4K,65,77,37
24,66,€11K,60,67,36
21,66,€10K,74,80,53
21,66,€1K,55,62,36
21,66,€2K,63,73,37
21,66,€16K,59,56,64
20,66,€6K,68,53,51
28,66,€5K,46,42,31
23,66,€6K,63,78,42
26,66,€2K,57,63,50
32,66,€2K,85,67,61
22,66,€7K,65,68,53
37,66,€1K,18,22,20
22,66,€1K,68,61,61
27,66,€ 0,71,76,34
20,66,€8K,62,74,36
22,66,€7K,31,29,12
24,66,€2K,71,75,38
32,66,€2K,70,64,70
26,66,€3K,86,67,62
25,66,€2K,76,72,50
23,66,€2K,74,78,44
25,66,€2K,61,71,38
22,66,€7K,50,60,40
24,66,€2K,70,77,31
28,66,€2K,56,76,38
23,66,€5K,40,54,67
21,66,€3K,73,84,46
19,66,€5K,75,58,60
34,66,€3K,80,71,67
28,66,€5K,77,68,62
21,66,€6K,54,64,48
30,66,€2K,58,91,46
22,66,€12K,67,71,23
26,66,€1K,34,27,22
22,66,€2K,78,71,54
21,66,€1K,72,57,60
20,66,€5K,73,62,56
25,66,€4K,71,77,32
23,66,€3K,71,75,60
20,66,€26K,70,63,54
18,66,€1K,34,23,14
18,66,€1K,70,67,63
21,66,€3K,89,77,67
22,66,€2K,36,53,49
29,66,€4K,53,70,60
28,66,€3K,61,86,68
29,66,€3K,64,71,45
25,66,€3K,60,73,51
26,66,€3K,79,71,65
20,66,€2K,64,71,46
33,66,€ 0,64,75,49
30,66,€13K,71,66,65
25,66,€4K,77,71,53
24,66,€3K,66,75,44
30,66,€3K,46,66,40
33,66,€4K,67,56,37
17,66,€3K,78,59,65
33,66,€2K,47,27,25
23,66,€2K,63,63,46
25,66,€2K,66,65,54
